,count,date,state,year
139,3,2012_09_22,Louisiana,2012
140,7,2012_09_23,Louisiana,2012
141,6,2012_09_24,Louisiana,2012
142,5,2012_09_25,Louisiana,2012
143,7,2012_09_26,Louisiana,2012
144,9,2012_09_27,Louisiana,2012
145,10,2012_09_28,Louisiana,2012
146,4,2012_09_29,Louisiana,2012
147,11,2012_09_30,Louisiana,2012
148,3,2012_08_01,Louisiana,2012
149,1,2012_08_06,Louisiana,2012
150,2,2012_08_07,Louisiana,2012
151,2,2012_08_08,Louisiana,2012
152,1,2012_08_10,Louisiana,2012
153,1,2012_08_11,Louisiana,2012
154,1,2012_08_13,Louisiana,2012
155,10,2012_08_14,Louisiana,2012
156,3,2012_08_19,Louisiana,2012
157,2,2012_08_20,Louisiana,2012
158,1,2012_08_21,Louisiana,2012
159,1,2012_08_22,Louisiana,2012
160,2,2012_08_23,Louisiana,2012
161,1,2012_08_25,Louisiana,2012
162,1,2012_08_26,Louisiana,2012
163,2,2012_08_29,Louisiana,2012
164,1,2012_08_30,Louisiana,2012
165,3,2012_01_01,Louisiana,2012
166,4,2012_01_02,Louisiana,2012
167,1,2012_01_03,Louisiana,2012
168,4,2012_01_05,Louisiana,2012
169,5,2012_01_06,Louisiana,2012
170,2,2012_01_07,Louisiana,2012
171,3,2012_01_09,Louisiana,2012
172,5,2012_01_10,Louisiana,2012
173,4,2012_01_11,Louisiana,2012
174,6,2012_01_12,Louisiana,2012
175,3,2012_01_13,Louisiana,2012
176,4,2012_01_14,Louisiana,2012
177,2,2012_01_15,Louisiana,2012
178,1,2012_01_16,Louisiana,2012
179,1,2012_01_17,Louisiana,2012
180,5,2012_01_18,Louisiana,2012
181,6,2012_01_25,Louisiana,2012
182,6,2012_01_26,Louisiana,2012
183,2,2012_01_27,Louisiana,2012
184,1,2012_01_28,Louisiana,2012
185,1,2012_01_29,Louisiana,2012
186,5,2012_01_31,Louisiana,2012
187,2,2012_06_02,Louisiana,2012
188,1,2012_06_03,Louisiana,2012
189,1,2012_06_04,Louisiana,2012
190,1,2012_06_05,Louisiana,2012
191,1,2012_06_14,Louisiana,2012
192,1,2012_06_16,Louisiana,2012
193,1,2012_06_22,Louisiana,2012
194,1,2012_06_24,Louisiana,2012
195,3,2012_12_01,Louisiana,2012
196,10,2012_12_02,Louisiana,2012
197,20,2012_12_03,Louisiana,2012
198,24,2012_12_04,Louisiana,2012
199,23,2012_12_05,Louisiana,2012
200,22,2012_12_06,Louisiana,2012
201,14,2012_12_07,Louisiana,2012
202,7,2012_12_08,Louisiana,2012
203,2,2012_12_09,Louisiana,2012
204,11,2012_12_10,Louisiana,2012
205,10,2012_12_11,Louisiana,2012
206,3,2012_12_12,Louisiana,2012
207,10,2012_12_13,Louisiana,2012
208,1,2012_12_14,Louisiana,2012
209,1,2012_12_15,Louisiana,2012
210,8,2012_12_16,Louisiana,2012
211,11,2012_12_17,Louisiana,2012
212,10,2012_12_18,Louisiana,2012
213,11,2012_12_19,Louisiana,2012
214,13,2012_12_20,Louisiana,2012
215,7,2012_12_21,Louisiana,2012
216,3,2012_12_22,Louisiana,2012
217,4,2012_12_23,Louisiana,2012
218,1,2012_12_24,Louisiana,2012
219,8,2012_12_25,Louisiana,2012
220,7,2012_12_26,Louisiana,2012
221,7,2012_12_27,Louisiana,2012
222,8,2012_12_28,Louisiana,2012
223,1,2012_12_29,Louisiana,2012
224,1,2012_12_30,Louisiana,2012
225,1,2012_12_31,Louisiana,2012
226,5,2012_03_01,Michigan,2012
227,6,2012_03_02,Michigan,2012
228,2,2012_03_03,Michigan,2012
229,1,2012_03_04,Michigan,2012
230,6,2012_03_05,Michigan,2012
231,2,2012_03_06,Michigan,2012
232,4,2012_03_07,Michigan,2012
233,5,2012_03_08,Michigan,2012
234,7,2012_03_09,Michigan,2012
235,2,2012_03_11,Michigan,2012
236,2,2012_03_12,Michigan,2012
237,4,2012_03_13,Michigan,2012
238,1,2012_03_14,Michigan,2012
